Category,MeetID,MeetCountry,MeetState,MeetTown,MeetName,Name,Age,Sex,LiftKg,MeetYear
Best Bench,5011,USA,VT,Fair Haven,2015 RPS Winter Classic,Lucas Robillard,,M,145.15,2015
Best Bench,5061,USA,VT,Fair Haven,2015 Power Wars,David Shepherd,,M,92.99,2015
Best Squat,5011,USA,VT,Fair Haven,2015 RPS Winter Classic,Joanne Skerritt,,F,79.38,2015
Best Squat,4961,USA,VT,Fair Haven,RPS Winter Classic at Fair Haven,Cody Giampa,,M,294.84,2014
Best Squat,4919,USA,VT,Fair Haven,2012 RPS Dennis Hayward Memorial Fall Classic,Scott Podolsky,,M,226.8,2012
Best Bench,5061,USA,VT,Fair Haven,2015 Power Wars,Carl Wallin,,M,70.31,2015
Best Bench,4924,USA,VT,Fair Haven,2013 RPS Winter Classic,Mike Scott,,M,210.92,2013
Best Bench,5061,USA,VT,Fair Haven,2015 Power Wars,Damon Senaha,,M,102.06,2015
Best Deadlift,4961,USA,VT,Fair Haven,RPS Winter Classic at Fair Haven,David Smith,,M,251.74,2014
Best Deadlift,4957,USA,VT,Fair Haven,2013 RPS Power Wars,Denise Bloom,,F,79.38,2013
Best Deadlift,4955,USA,VT,Fair Haven,2013 RPS Dennis Hayward Memorial Powerlifting Meet,Connor Hoagland,,M,283.5,2013
Best Deadlift,4991,USA,VT,Fair Haven,2014 Dennis Hayward Memorial Fall Classic,Rick LaMarche,,M,256.28,2014
Best Deadlift,4957,USA,VT,Fair Haven,2013 RPS Power Wars,Karen Dodge,,F,70.31,2013
Best Deadlift,5011,USA,VT,Fair Haven,2015 RPS Winter Classic,William Lussier,,M,72.57,2015
Best Deadlift,4924,USA,VT,Fair Haven,2013 RPS Winter Classic,Evan Hoagland,,M,199.58,2013
Best Deadlift,5142,USA,VT,Fair Haven,2016 RPS Power Wars,Alice Geiling,,F,74.84,2016
Best Deadlift,5004,USA,VT,Fair Haven,2014 RPS Power Wars,Carl Wallin,,M,217.72,2014
Best Deadlift,4957,USA,VT,Fair Haven,2013 RPS Power Wars,Jack Stinson,,M,99.79,2013
Best Deadlift,4957,USA,VT,Fair Haven,2013 RPS Power Wars,Amy Chan,,F,72.57,2013
Best Deadlift,5004,USA,VT,Fair Haven,2014 RPS Power Wars,Jeff Licht,,M,149.69,2014
Best Deadlift,5045,USA,VT,Fair Haven,2015 Hayward Ploof Memorial,Clarke Atwell,,M,249.48,2015
Best Deadlift,4955,USA,VT,Fair Haven,2013 RPS Dennis Hayward Memorial Powerlifting Meet,Evan Hoagland,,M,226.8,2013
Best Deadlift,5004,USA,VT,Fair Haven,2014 RPS Power Wars,Valerie Thompson,,F,99.79,2014
Best Deadlift,5061,USA,VT,Fair Haven,2015 Power Wars,Clark Atwell,,M,272.16,2015
Best Deadlift,5011,USA,VT,Fair Haven,2015 RPS Winter Classic,Clarke Atwell,,M,238.14,2015
Best Deadlift,5118,USA,VT,Fair Haven,2016 RPS Dennis Hawyard and Charlie Ploof Memorial,Nick Asimakopoulos,,M,274.42,2016
Best Deadlift,5004,USA,VT,Fair Haven,2014 RPS Power Wars,James Fog,,M,204.12,2014
Best Deadlift,5073,USA,VT,Fair Haven,2016 RPS Winter Classic,Cary Soloyna,,M,272.16,2016
Best Deadlift,5004,USA,VT,Fair Haven,2014 RPS Power Wars,Ivan Bell,,M,272.16,2014
Best Bench,5004,USA,VT,Fair Haven,2014 RPS Power Wars,Peter Hubbard,,M,117.93,2014
Best Bench,5061,USA,VT,Fair Haven,2015 Power Wars,Clark Atwell,,M,170.1,2015
Best Bench,5142,USA,VT,Fair Haven,2016 RPS Power Wars,Sabrina De Costa,,F,86.18,2016
Best Bench,4961,USA,VT,Fair Haven,RPS Winter Classic at Fair Haven,Connor Hoagland,,M,165.56,2014
Best Deadlift,4955,USA,VT,Fair Haven,2013 RPS Dennis Hayward Memorial Powerlifting Meet,Lutz Kaelber,,M,219.99,2013
Best Deadlift,4955,USA,VT,Fair Haven,2013 RPS Dennis Hayward Memorial Powerlifting Meet,John Hart,,M,288.03,2013
Best Deadlift,38,USA,VT,Brattleboro,30th Can-Am International Championships,Tony Amodeo,74.0,M,136.08,2017
Best Deadlift,5011,USA,VT,Fair Haven,2015 RPS Winter Classic,Ryan Hernigle,,M,249.48,2015
Best Deadlift,5142,USA,VT,Fair Haven,2016 RPS Power Wars,Sabrina De Costa,,F,170.1,2016
Best Deadlift,5045,USA,VT,Fair Haven,2015 Hayward Ploof Memorial,John Hart,,M,294.84,2015
Best Deadlift,4957,USA,VT,Fair Haven,2013 RPS Power Wars,Frank Odonnell,,M,147.42,2013
Best Deadlift,5004,USA,VT,Fair Haven,2014 RPS Power Wars,Jack Stinson,,M,99.79,2014
Best Deadlift,4955,USA,VT,Fair Haven,2013 RPS Dennis Hayward Memorial Powerlifting Meet,David Shepherd,,M,213.19,2013
Best Deadlift,5004,USA,VT,Fair Haven,2014 RPS Power Wars,Jen Stimpson,,F,145.15,2014
Best Deadlift,4955,USA,VT,Fair Haven,2013 RPS Dennis Hayward Memorial Powerlifting Meet,Cody Mahoney,,M,231.33,2013
Best Deadlift,5061,USA,VT,Fair Haven,2015 Power Wars,Peter Aptakin,,M,63.5,2015
Best Deadlift,4961,USA,VT,Fair Haven,RPS Winter Classic at Fair Haven,Evan Hoagland,,M,244.94,2014
Best Bench,4944,USA,VT,Fair Haven,2013 RPS Be a Freak Summer Benchpress Championships,Evan Hoagland,,M,99.79,2013
Best Bench,38,USA,VT,Brattleboro,30th Can-Am International Championships,Adam Kent,34.0,M,167.83,2017
Best Bench,4955,USA,VT,Fair Haven,2013 RPS Dennis Hayward Memorial Powerlifting Meet,Cody Mahoney,,M,158.76,2013
Best Bench,4961,USA,VT,Fair Haven,RPS Winter Classic at Fair Haven,Zachary Gibson,,M,204.12,2014
Best Bench,4991,USA,VT,Fair Haven,2014 Dennis Hayward Memorial Fall Classic,Zachary Gibson,,M,235.87,2014
Best Deadlift,4957,USA,VT,Fair Haven,2013 RPS Power Wars,Carl Wallin,,M,213.19,2013
Best Deadlift,38,USA,VT,Brattleboro,30th Can-Am International Championships,Adam Kent,34.0,M,238.14,2017
Best Deadlift,4919,USA,VT,Fair Haven,2012 RPS Dennis Hayward Memorial Fall Classic,Evan Hoagland,,M,192.78,2012
Best Deadlift,4919,USA,VT,Fair Haven,2012 RPS Dennis Hayward Memorial Fall Classic,Lucas Hughes,,M,272.16,2012
Best Deadlift,5061,USA,VT,Fair Haven,2015 Power Wars,Valerie Thompson,,F,106.59,2015
Best Deadlift,4991,USA,VT,Fair Haven,2014 Dennis Hayward Memorial Fall Classic,Zachary Gibson,,M,242.67,2014
Best Deadlift,4955,USA,VT,Fair Haven,2013 RPS Dennis Hayward Memorial Powerlifting Meet,Rick LaMarche,,M,260.82,2013
Best Deadlift,5011,USA,VT,Fair Haven,2015 RPS Winter Classic,Braden Stormer,,M,238.14,2015
Best Deadlift,5061,USA,VT,Fair Haven,2015 Power Wars,Damon Senaha,,M,210.92,2015
Best Deadlift,4991,USA,VT,Fair Haven,2014 Dennis Hayward Memorial Fall Classic,Sarah Farrar,,F,149.69,2014
Best Deadlift,5061,USA,VT,Fair Haven,2015 Power Wars,Carl Wallin,,M,190.51,2015
Best Deadlift,5201,USA,VT,Fair Haven,Dennis Hayward and Charlie Ploof Memorial Meet,Ryley White,,M,242.67,2017
Best Squat,4924,USA,VT,Fair Haven,2013 RPS Winter Classic,John Oliksowycz,,M,306.17,2013
Best Squat,5011,USA,VT,Fair Haven,2015 RPS Winter Classic,Clarke Atwell,,M,226.8,2015
Best Bench,4991,USA,VT,Fair Haven,2014 Dennis Hayward Memorial Fall Classic,Wendy Hayes,,F,86.18,2014
Best Bench,5004,USA,VT,Fair Haven,2014 RPS Power Wars,Jack Stinson,,M,58.97,2014
Best Bench,4957,USA,VT,Fair Haven,2013 RPS Power Wars,Chuck McCleary,,M,40.82,2013
Best Bench,5045,USA,VT,Fair Haven,2015 Hayward Ploof Memorial,Dan Welch,,M,145.15,2015
Best Bench,5061,USA,VT,Fair Haven,2015 Power Wars,Tammy Howard,,F,72.57,2015
Best Bench,4955,USA,VT,Fair Haven,2013 RPS Dennis Hayward Memorial Powerlifting Meet,Jason Curry,,M,158.76,2013
Best Bench,4924,USA,VT,Fair Haven,2013 RPS Winter Classic,Peter Hubbard,,M,129.27,2013
Best Bench,5061,USA,VT,Fair Haven,2015 Power Wars,James LeClerc,,M,181.44,2015
Best Bench,5152,USA,VT,Fair Haven,Fair Haven Fitness Winter Classic,Helen Williams,,F,58.97,2017
Best Bench,4991,USA,VT,Fair Haven,2014 Dennis Hayward Memorial Fall Classic,Keagan Garnett,,M,70.31,2014
Best Bench,5118,USA,VT,Fair Haven,2016 RPS Dennis Hawyard and Charlie Ploof Memorial,Nick Asimakopoulos,,M,192.78,2016
Best Squat,38,USA,VT,Brattleboro,30th Can-Am International Championships,Kerri Fino,18.0,F,151.95,2017
Best Squat,5011,USA,VT,Fair Haven,2015 RPS Winter Classic,Shawn Culnan,,M,206.38,2015
Best Squat,5004,USA,VT,Fair Haven,2014 RPS Power Wars,Carl Wallin,,M,183.7,2014
Best Squat,4955,USA,VT,Fair Haven,2013 RPS Dennis Hayward Memorial Powerlifting Meet,Connor Hoagland,,M,249.48,2013
Best Bench,5142,USA,VT,Fair Haven,2016 RPS Power Wars,James LeClerc,,M,185.97,2016
Best Bench,4991,USA,VT,Fair Haven,2014 Dennis Hayward Memorial Fall Classic,Sarah Farrar,,F,58.97,2014
Best Bench,5061,USA,VT,Fair Haven,2015 Power Wars,Jack Stinson,,M,63.5,2015
Best Bench,4961,USA,VT,Fair Haven,RPS Winter Classic at Fair Haven,Bill Gibson,,M,247.21,2014
Best Bench,5011,USA,VT,Fair Haven,2015 RPS Winter Classic,Allison Poulin,,F,68.04,2015
Best Bench,4944,USA,VT,Fair Haven,2013 RPS Be a Freak Summer Benchpress Championships,Dan Hebert,,M,258.55,2013
Best Squat,38,USA,VT,Brattleboro,30th Can-Am International Championships,John Walsh,52.0,M,204.12,2017
Best Squat,5011,USA,VT,Fair Haven,2015 RPS Winter Classic,Braden Stormer,,M,204.12,2015
Best Squat,5118,USA,VT,Fair Haven,2016 RPS Dennis Hawyard and Charlie Ploof Memorial,Susan McCallion,,F,138.35,2016
Best Bench,4961,USA,VT,Fair Haven,RPS Winter Classic at Fair Haven,Jamie Matta,,M,258.55,2014
Best Bench,5061,USA,VT,Fair Haven,2015 Power Wars,Mack Tomasi,,M,151.95,2015
Best Bench,5011,USA,VT,Fair Haven,2015 RPS Winter Classic,Kyle Livak,,M,122.47,2015
Best Bench,4909,USA,VT,Fair Haven,2012 RPS Be a Freak Summer Powerlifting Championships,Mike Scott,,M,158.76,2012
Best Bench,38,USA,VT,Brattleboro,30th Can-Am International Championships,Robert Young,36.0,M,210.92,2017
Best Bench,4957,USA,VT,Fair Haven,2013 RPS Power Wars,Amy Chan,,F,47.63,2013
Best Bench,5004,USA,VT,Fair Haven,2014 RPS Power Wars,Paul Casalan,,M,163.29,2014
Best Bench,5061,USA,VT,Fair Haven,2015 Power Wars,Peter Aptakin,,M,29.48,2015
Best Bench,5061,USA,VT,Fair Haven,2015 Power Wars,Bryan Sherman,,M,140.61,2015
Best Bench,4957,USA,VT,Fair Haven,2013 RPS Power Wars,Jack Stinson,,M,45.36,2013
Best Bench,4957,USA,VT,Fair Haven,2013 RPS Power Wars,Carl Wallin,,M,86.18,2013
Best Bench,5073,USA,VT,Fair Haven,2016 RPS Winter Classic,Cary Soloyna,,M,156.49,2016
Best Bench,4955,USA,VT,Fair Haven,2013 RPS Dennis Hayward Memorial Powerlifting Meet,Connor Hoagland,,M,163.29,2013
Best Bench,4957,USA,VT,Fair Haven,2013 RPS Power Wars,Michael Crate,,M,92.99,2013
Best Bench,5004,USA,VT,Fair Haven,2014 RPS Power Wars,Jen Stimpson,,F,65.77,2014
Best Bench,5061,USA,VT,Fair Haven,2015 Power Wars,Chuck McCleary,,M,43.09,2015
Best Bench,4957,USA,VT,Fair Haven,2013 RPS Power Wars,Ethan Macura,,M,129.27,2013
Best Bench,5201,USA,VT,Fair Haven,Dennis Hayward and Charlie Ploof Memorial Meet,Ryley White,,M,140.61,2017
Best Bench,5142,USA,VT,Fair Haven,2016 RPS Power Wars,John Stinson,,M,61.23,2016
Best Squat,5011,USA,VT,Fair Haven,2015 RPS Winter Classic,Dale Burnash,,M,213.19,2015
Best Squat,5011,USA,VT,Fair Haven,2015 RPS Winter Classic,Allison Poulin,,F,117.93,2015
Best Squat,5142,USA,VT,Fair Haven,2016 RPS Power Wars,Alexander Omand,,M,242.67,2016
Best Squat,4991,USA,VT,Fair Haven,2014 Dennis Hayward Memorial Fall Classic,Sarah Farrar,,F,117.93,2014
Best Squat,5004,USA,VT,Fair Haven,2014 RPS Power Wars,Paul Casalan,,M,226.8,2014
Best Squat,4924,USA,VT,Fair Haven,2013 RPS Winter Classic,Ethan Wedge,,M,260.82,2013
Best Bench,5152,USA,VT,Fair Haven,Fair Haven Fitness Winter Classic,Damon Senaha,,M,113.4,2017
Best Bench,4961,USA,VT,Fair Haven,RPS Winter Classic at Fair Haven,Bob Boisey,,M,174.63,2014
Best Bench,4957,USA,VT,Fair Haven,2013 RPS Power Wars,Robert Boissey,,M,174.63,2013
Best Bench,5011,USA,VT,Fair Haven,2015 RPS Winter Classic,Kole Matta,,M,29.48,2015
Best Bench,4955,USA,VT,Fair Haven,2013 RPS Dennis Hayward Memorial Powerlifting Meet,Marina Wemple,,F,61.23,2013
Best Bench,4955,USA,VT,Fair Haven,2013 RPS Dennis Hayward Memorial Powerlifting Meet,Dan Welch,,M,136.08,2013
Best Bench,5073,USA,VT,Fair Haven,2016 RPS Winter Classic,Joshua Lemoine,,M,181.44,2016
Best Bench,5061,USA,VT,Fair Haven,2015 Power Wars,Stephen Boyer,,M,122.47,2015
Best Bench,4944,USA,VT,Fair Haven,2013 RPS Be a Freak Summer Benchpress Championships,Lucas Hughes,,M,254.01,2013
Best Bench,4924,USA,VT,Fair Haven,2013 RPS Winter Classic,Ethan Wedge,,M,163.29,2013
Best Bench,4944,USA,VT,Fair Haven,2013 RPS Be a Freak Summer Benchpress Championships,Tammy Howard,,F,122.47,2013
Best Bench,5118,USA,VT,Fair Haven,2016 RPS Dennis Hawyard and Charlie Ploof Memorial,Clarke Atwell,,M,181.44,2016
Best Bench,4955,USA,VT,Fair Haven,2013 RPS Dennis Hayward Memorial Powerlifting Meet,Lutz Kaelber,,M,133.81,2013
Best Bench,5011,USA,VT,Fair Haven,2015 RPS Winter Classic,Tyr Morford,,M,142.88,2015
Best Bench,5142,USA,VT,Fair Haven,2016 RPS Power Wars,Matthew Rydelek,,M,185.97,2016
Best Bench,5073,USA,VT,Fair Haven,2016 RPS Winter Classic,John Mendez,,M,151.95,2016
Best Bench,4957,USA,VT,Fair Haven,2013 RPS Power Wars,Kevin Pacinilli,,M,147.42,2013
Best Squat,5142,USA,VT,Fair Haven,2016 RPS Power Wars,Carl Wallin,,M,140.61,2016
Best Squat,4961,USA,VT,Fair Haven,RPS Winter Classic at Fair Haven,Rich Putnam,,M,317.51,2014
Best Squat,4961,USA,VT,Fair Haven,RPS Winter Classic at Fair Haven,Cameron Parker,,M,115.67,2014
Best Squat,4919,USA,VT,Fair Haven,2012 RPS Dennis Hayward Memorial Fall Classic,Alex Yrars,,M,215.46,2012
Best Squat,4919,USA,VT,Fair Haven,2012 RPS Dennis Hayward Memorial Fall Classic,John Zemken,,M,356.07,2012
Best Squat,38,USA,VT,Brattleboro,30th Can-Am International Championships,Adam Kent,34.0,M,233.6,2017
Best Squat,4957,USA,VT,Fair Haven,2013 RPS Power Wars,Jane Higgins,,F,61.23,2013
Best Squat,5004,USA,VT,Fair Haven,2014 RPS Power Wars,Denise Gebroe,,F,115.67,2014
Best Squat,4991,USA,VT,Fair Haven,2014 Dennis Hayward Memorial Fall Classic,Andrew St John,,M,254.01,2014
Best Squat,5061,USA,VT,Fair Haven,2015 Power Wars,Bryan Sherman,,M,222.26,2015
Best Squat,4955,USA,VT,Fair Haven,2013 RPS Dennis Hayward Memorial Powerlifting Meet,Cody Mahoney,,M,183.7,2013
Best Squat,5061,USA,VT,Fair Haven,2015 Power Wars,Stephen Boyer,,M,192.78,2015
Best Squat,5061,USA,VT,Fair Haven,2015 Power Wars,Jack Stinson,,M,70.31,2015
Best Squat,5004,USA,VT,Fair Haven,2014 RPS Power Wars,Jack Stinson,,M,65.77,2014
Best Squat,4957,USA,VT,Fair Haven,2013 RPS Power Wars,Amy Chan,,F,61.23,2013
Best Squat,5061,USA,VT,Fair Haven,2015 Power Wars,Leon Pelletier,,M,104.33,2015
Best Squat,4957,USA,VT,Fair Haven,2013 RPS Power Wars,Kevin Pacinilli,,M,185.97,2013
Best Squat,5201,USA,VT,Fair Haven,Dennis Hayward and Charlie Ploof Memorial Meet,Ryley White,,M,197.31,2017
Best Squat,4957,USA,VT,Fair Haven,2013 RPS Power Wars,William Sahlman,,M,149.69,2013
Best Squat,5011,USA,VT,Fair Haven,2015 RPS Winter Classic,Kyle Livak,,M,154.22,2015
Best Squat,5118,USA,VT,Fair Haven,2016 RPS Dennis Hawyard and Charlie Ploof Memorial,Dyke Naughton,,M,235.87,2016
Best Squat,5061,USA,VT,Fair Haven,2015 Power Wars,Clark Atwell,,M,247.21,2015
Best Squat,5118,USA,VT,Fair Haven,2016 RPS Dennis Hawyard and Charlie Ploof Memorial,Tom Conti,,M,206.38,2016
Best Deadlift,5011,USA,VT,Fair Haven,2015 RPS Winter Classic,Dale Burnash,,M,249.48,2015
Best Deadlift,5152,USA,VT,Fair Haven,Fair Haven Fitness Winter Classic,James Sayers,,M,290.3,2017
Best Deadlift,38,USA,VT,Brattleboro,30th Can-Am International Championships,Sebastien Grenier,40.0,M,317.51,2017
Best Deadlift,5152,USA,VT,Fair Haven,Fair Haven Fitness Winter Classic,Casiana Arroyo,,F,104.33,2017
Best Squat,5061,USA,VT,Fair Haven,2015 Power Wars,Mack Tomasi,,M,213.19,2015
Best Squat,4991,USA,VT,Fair Haven,2014 Dennis Hayward Memorial Fall Classic,Ed Brown,,M,117.93,2014
Best Squat,5152,USA,VT,Fair Haven,Fair Haven Fitness Winter Classic,Tommy Lacaprucia,,M,195.04,2017
Best Squat,4957,USA,VT,Fair Haven,2013 RPS Power Wars,Frank Odonnell,,M,145.15,2013
Best Squat,5061,USA,VT,Fair Haven,2015 Power Wars,Carl Wallin,,M,129.27,2015
Best Squat,4957,USA,VT,Fair Haven,2013 RPS Power Wars,Carl Wallin,,M,172.37,2013
Best Squat,4955,USA,VT,Fair Haven,2013 RPS Dennis Hayward Memorial Powerlifting Meet,Tiffany Soper,,F,86.18,2013
Best Squat,4991,USA,VT,Fair Haven,2014 Dennis Hayward Memorial Fall Classic,Zachary Gibson,,M,274.42,2014
Best Bench,5004,USA,VT,Fair Haven,2014 RPS Power Wars,Billy Crawford,,M,29.48,2014
Best Bench,5152,USA,VT,Fair Haven,Fair Haven Fitness Winter Classic,James Sayers,,M,183.7,2017
Best Bench,5011,USA,VT,Fair Haven,2015 RPS Winter Classic,Dale Burnash,,M,124.74,2015
Best Bench,5011,USA,VT,Fair Haven,2015 RPS Winter Classic,Greg Vigilante,,M,163.29,2015
Best Bench,5142,USA,VT,Fair Haven,2016 RPS Power Wars,Alice Geiling,,F,31.75,2016
Best Bench,4957,USA,VT,Fair Haven,2013 RPS Power Wars,Jane Higgins,,F,40.82,2013
Best Bench,5118,USA,VT,Fair Haven,2016 RPS Dennis Hawyard and Charlie Ploof Memorial,Edward Brown,,M,102.06,2016
Best Bench,4991,USA,VT,Fair Haven,2014 Dennis Hayward Memorial Fall Classic,Dyke Naughton,,M,165.56,2014
Best Squat,4961,USA,VT,Fair Haven,RPS Winter Classic at Fair Haven,Zachary Gibson,,M,240.4,2014
Best Squat,5142,USA,VT,Fair Haven,2016 RPS Power Wars,Sabrina De Costa,,F,158.76,2016
Best Squat,5142,USA,VT,Fair Haven,2016 RPS Power Wars,Alice Geiling,,F,45.36,2016
Best Squat,38,USA,VT,Brattleboro,30th Can-Am International Championships,Tony Amodeo,74.0,M,99.79,2017
Best Squat,4955,USA,VT,Fair Haven,2013 RPS Dennis Hayward Memorial Powerlifting Meet,Rick LaMarche,,M,195.04,2013
Best Squat,5004,USA,VT,Fair Haven,2014 RPS Power Wars,Billy Crawford,,M,56.7,2014
Best Squat,5073,USA,VT,Fair Haven,2016 RPS Winter Classic,Joshua Lemoine,,M,272.16,2016
Best Squat,5004,USA,VT,Fair Haven,2014 RPS Power Wars,Brad Parkhurst,,M,204.12,2014
Best Bench,5118,USA,VT,Fair Haven,2016 RPS Dennis Hawyard and Charlie Ploof Memorial,Susan McCallion,,F,49.9,2016
Best Bench,5011,USA,VT,Fair Haven,2015 RPS Winter Classic,Joanne Skerritt,,F,34.02,2015
Best Bench,4955,USA,VT,Fair Haven,2013 RPS Dennis Hayward Memorial Powerlifting Meet,Esteban Rubens,,M,133.81,2013
Best Bench,5045,USA,VT,Fair Haven,2015 Hayward Ploof Memorial,Lutz Kaelberg,,M,138.35,2015
Best Bench,4955,USA,VT,Fair Haven,2013 RPS Dennis Hayward Memorial Powerlifting Meet,Tiffany Soper,,F,63.5,2013
Best Bench,4944,USA,VT,Fair Haven,2013 RPS Be a Freak Summer Benchpress Championships,John Young,,M,172.37,2013
Best Bench,5004,USA,VT,Fair Haven,2014 RPS Power Wars,Brad Parkhurst,,M,167.83,2014
Best Squat,4955,USA,VT,Fair Haven,2013 RPS Dennis Hayward Memorial Powerlifting Meet,Lutz Kaelber,,M,199.58,2013
Best Squat,4957,USA,VT,Fair Haven,2013 RPS Power Wars,Denise Bloom,,F,65.77,2013
Best Squat,4957,USA,VT,Fair Haven,2013 RPS Power Wars,Chuck McCleary,,M,72.57,2013
Best Squat,5004,USA,VT,Fair Haven,2014 RPS Power Wars,Jeff Licht,,M,99.79,2014
Best Squat,5152,USA,VT,Fair Haven,Fair Haven Fitness Winter Classic,Damon Senaha,,M,158.76,2017
Best Squat,38,USA,VT,Brattleboro,30th Can-Am International Championships,Raymond White,62.0,M,204.12,2017
Best Bench,4955,USA,VT,Fair Haven,2013 RPS Dennis Hayward Memorial Powerlifting Meet,Nicholas Heafield,,M,79.38,2013
Best Bench,5045,USA,VT,Fair Haven,2015 Hayward Ploof Memorial,Bryan Williams,,M,145.15,2015
Best Bench,4961,USA,VT,Fair Haven,RPS Winter Classic at Fair Haven,Cody Giampa,,M,195.04,2014
Best Bench,5061,USA,VT,Fair Haven,2015 Power Wars,David D'Alessandro,,M,104.33,2015
Best Bench,4944,USA,VT,Fair Haven,2013 RPS Be a Freak Summer Benchpress Championships,Greg Vigilante,,M,149.69,2013
Best Squat,4961,USA,VT,Fair Haven,RPS Winter Classic at Fair Haven,Jamie Matta,,M,299.37,2014
Best Squat,4919,USA,VT,Fair Haven,2012 RPS Dennis Hayward Memorial Fall Classic,Cameron Parker,,M,90.72,2012
Best Squat,5061,USA,VT,Fair Haven,2015 Power Wars,Valerie Thompson,,F,95.25,2015
Best Squat,5142,USA,VT,Fair Haven,2016 RPS Power Wars,Jake L. Getchell,,M,185.97,2016
Best Squat,5004,USA,VT,Fair Haven,2014 RPS Power Wars,James Fog,,M,190.51,2014
Best Squat,5061,USA,VT,Fair Haven,2015 Power Wars,Darrin Clement,,M,161.03,2015
Best Squat,5011,USA,VT,Fair Haven,2015 RPS Winter Classic,Tyr Morford,,M,233.6,2015
Best Squat,4961,USA,VT,Fair Haven,RPS Winter Classic at Fair Haven,Tyler Whiteford,,M,210.92,2014
Best Squat,4991,USA,VT,Fair Haven,2014 Dennis Hayward Memorial Fall Classic,Scott Podolsky,,M,226.8,2014
Best Squat,5004,USA,VT,Fair Haven,2014 RPS Power Wars,Valerie Thompson,,F,81.65,2014
Best Squat,4957,USA,VT,Fair Haven,2013 RPS Power Wars,Karen Dodge,,F,54.43,2013
Best Squat,5061,USA,VT,Fair Haven,2015 Power Wars,Damon Senaha,,M,147.42,2015
Best Squat,5061,USA,VT,Fair Haven,2015 Power Wars,David D'Alessandro,,M,113.4,2015
Best Squat,4957,USA,VT,Fair Haven,2013 RPS Power Wars,Ethan Macura,,M,199.58,2013
Best Squat,5045,USA,VT,Fair Haven,2015 Hayward Ploof Memorial,Lutz Kaelberg,,M,215.46,2015
Best Squat,5011,USA,VT,Fair Haven,2015 RPS Winter Classic,Frank Malonay,,M,136.08,2015
Best Squat,5142,USA,VT,Fair Haven,2016 RPS Power Wars,Adam Matott,,M,204.12,2016
Best Squat,5061,USA,VT,Fair Haven,2015 Power Wars,Chuck McCleary,,M,81.65,2015
Best Squat,5004,USA,VT,Fair Haven,2014 RPS Power Wars,Jen Stimpson,,F,138.35,2014
Best Squat,4991,USA,VT,Fair Haven,2014 Dennis Hayward Memorial Fall Classic,Nick Asimakopoulos,,M,260.82,2014
Best Squat,5152,USA,VT,Fair Haven,Fair Haven Fitness Winter Classic,James Sayers,,M,272.16,2017
Best Squat,5061,USA,VT,Fair Haven,2015 Power Wars,Tammy Howard,,F,136.08,2015
Best Deadlift,4991,USA,VT,Fair Haven,2014 Dennis Hayward Memorial Fall Classic,Ed Brown,,M,172.37,2014
Best Deadlift,4961,USA,VT,Fair Haven,RPS Winter Classic at Fair Haven,Rich Putnam,,M,249.48,2014
Best Deadlift,4957,USA,VT,Fair Haven,2013 RPS Power Wars,William Sahlman,,M,149.69,2013
Best Deadlift,4919,USA,VT,Fair Haven,2012 RPS Dennis Hayward Memorial Fall Classic,Scott Podolsky,,M,206.38,2012
Best Deadlift,5118,USA,VT,Fair Haven,2016 RPS Dennis Hawyard and Charlie Ploof Memorial,Clarke Atwell,,M,281.23,2016
Best Deadlift,4957,USA,VT,Fair Haven,2013 RPS Power Wars,Ethan Macura,,M,213.19,2013
Best Deadlift,5011,USA,VT,Fair Haven,2015 RPS Winter Classic,Shawn Culnan,,M,265.35,2015
Best Squat,4924,USA,VT,Fair Haven,2013 RPS Winter Classic,Evan Hoagland,,M,136.08,2013
Best Squat,5142,USA,VT,Fair Haven,2016 RPS Power Wars,John Stinson,,M,77.11,2016
Best Squat,4991,USA,VT,Fair Haven,2014 Dennis Hayward Memorial Fall Classic,Rebecca Kaiser,,F,115.67,2014
Best Squat,4957,USA,VT,Fair Haven,2013 RPS Power Wars,Jack Stinson,,M,56.7,2013
Best Squat,4955,USA,VT,Fair Haven,2013 RPS Dennis Hayward Memorial Powerlifting Meet,Esteban Rubens,,M,206.38,2013
Best Squat,5011,USA,VT,Fair Haven,2015 RPS Winter Classic,Kole Matta,,M,43.09,2015
Best Bench,5004,USA,VT,Fair Haven,2014 RPS Power Wars,Denise Gebroe,,F,65.77,2014
Best Bench,5004,USA,VT,Fair Haven,2014 RPS Power Wars,Jeff Licht,,M,88.45,2014
Best Bench,4957,USA,VT,Fair Haven,2013 RPS Power Wars,Karen Dodge,,F,31.75,2013
Best Bench,4919,USA,VT,Fair Haven,2012 RPS Dennis Hayward Memorial Fall Classic,Brian Shylder,,M,210.92,2012
Best Bench,4961,USA,VT,Fair Haven,RPS Winter Classic at Fair Haven,Rich Putnam,,M,351.53,2014
Best Bench,5061,USA,VT,Fair Haven,2015 Power Wars,Dan Welch,,M,149.69,2015
Best Deadlift,6456,USA,WA,Kenniwick,Washington State Championships,Krista Mahan,53.0,F,100.0,2016
Best Deadlift,6456,USA,WA,Kenniwick,Washington State Championships,Neli Tolman,47.0,F,90.0,2016
Best Deadlift,7301,USA,WA,,Team Phoinix Holliday Classic,Alan Tepper,,M,212.5,2015
Best Deadlift,6478,USA,WA,Wenatchee,Washington Fall Championship,Russ Nielson,55.0,M,227.5,2017
